article_title,question_id,question,answer_text,answer_start_offset,sentence_text
Catalan_language,56e10bc0e3433e1400422b2e,When did Catalan develop in the Eastern Pyrenees?,9th century,69,Catalan evolved from Vulgar Latin around the eastern Pyrenees in the 9th century.
Lighting,56df912338dc421700152066,What is the SI unit for lumiance?,cd/m2,877,The SI unit for luminance is candela per square metre (cd/m2).
Military_history_of_the_United_States,570b48596b8089140040f857,When did US marines land in Lebanon?,1982,247,US Marines landed in August 1982 along with Italian and French forces.
Macintosh,570cfee1fed7b91900d45ba7,"What did Regis McKenna call the ""1984"" ad that was aired during the Super Bowl?","""more successful than the Mac itself.""",586,"Regis McKenna called the ad ""more successful than the Mac itself."""
Mali,5726dc5cf1498d1400e8ed96,As of 2012 50.3 years is considered the Malian peoples averages of what statistic?,Life expectancy,187,Life expectancy at birth is estimated to be 53.06 years in 2012.
"Tucson,_Arizona",573422f0d058e614000b69c9,Where is the El Con Mall?,in the eastern part of midtown,550,The El Con Mall is also located in the eastern part of midtown.
Greece,57266c21f1498d1400e8df4c,"In parts of the country, Romani is spoken by who?",Christian Roma,182,Romani is also spoken by Christian Roma in other parts of the country.
Age_of_Enlightenment,571101b2b654c5140001faa0,Daniel Roche claims that Masonry promoted what idea by only attracting men of similar social background?,egalitarianism,941,"On the negative side, Daniel Roche contests claims that Masonry promoted egalitarianism."
Josip_Broz_Tito,56f71780711bf01900a4493c,When was he conscripted into the army?,1913,17,"In the autumn of 1913, he was conscripted into the Austro-Hungarian Army."
Liberia,573022c004bcaa1900d77201,What is the legislature composed of? ,the Senate and the House of Representatives,31,The Legislature is composed of the Senate and the House of Representatives.
Age_of_Enlightenment,5710a3ceb654c5140001f9f2,Handel gained considerable fame with performances of what two types of artistic work?,operas and oratorios,363,He gained considerable fame there with performances of his operas and oratorios.
Himachal_Pradesh,57096d7eed30961900e840f9,What is provided by BSNL and others throughout the state?,Dial-up access,591,Dial-up access is provided throughout the state by BSNL and other providers.
"New_Haven,_Connecticut",5727a1232ca10214002d925a,In what year did the city of New Haven deny all firefighters promotions citing the poor performance of black firefighters on performance tests ?,2003,183,The suit involved the 2003 promotion test for the New Haven Fire Department.
Switzerland,5727bdd3ff5b5019007d93ec,What was hosted for the 10th time by Switzerland in 2009?,IIHF World Championship,160,"In 2009, Switzerland hosted the IIHF World Championship for the 10th time."
Northwestern_University,5727dd873acd2414000dee65,"Which war transformed many colleges, including Northwestern?",World War II,75,"Like other American research universities, Northwestern was transformed by World War II."
Infrared,570b9002ec8fbc190045ba80,What is the term for the property that describes how a surface's thermal emissions deviate from the ideal of a black body?,emissivity,15,The concept of emissivity is important in understanding the infrared emissions of objects.
Portugal,5733a8ffd058e614000b5f9b,What type of natural disaster was the city center of Lisbon designed to resist?,earthquakes,192,The new city centre of Lisbon was designed to resist subsequent earthquakes.
Palermo,5729690daf94a219006aa3b8,What was the name of the primary east-west road within the walls of Palaeopolis?,Via Vittorio Emanuele,228,Via Vittorio Emanuele was the main road east-west through this early walled city.
John_Kerry,572ac497f75d5e190021fca7,Where was Howard Dean a governor?,Vermont,150,", former Vermont Governor Howard Dean and retired Army General Wesley Clark."
Gamal_Abdel_Nasser,572811af4b864d19001643a3,Who was ultimately able to claim victoy in Port Said?,British-French forces,847,The British-French forces managed to largely secure the city by 7 November.
Chinese_characters,5726dc90dd62a815002e931a,What often allow users to locate entries in several ways?,Chinese character dictionaries,0,Chinese character dictionaries often allow users to locate entries in several ways.
Queen_Victoria,572563c469ff041400e58c5c,Where was the new title of Empress of India proclaimed? ,Delhi Durbar,537,The new title was proclaimed at the Delhi Durbar of 1 January 1877.
Pope_Paul_VI,5726ad0d5951b619008f79d3,On what date did Montini become the archbishop of Milan?,5 January,297,"On 5 January 1955, Montini formally took possession of his Cathedral of Milan."
Red,573135b605b4da19006bcecc,In what century did a new kind of red pigment arrive in Europe from the Aztec Empire?,16th,17,"But early in the 16th century, a brilliant new red appeared in Europe."
Printed_circuit_board,57301001947a6a140053d018,"Along with the non-woven class, what makes up the reinforcement type materials?",woven,64,The reinforcement type defines two major classes of materials - woven and non-woven.
East_Prussia,572a229a3f37b31900478723,What military overran much of East Prussia?,Russian troops,546,The province was overrun by Imperial Russian troops during the Seven Years' War.
Infection,573422a84776f4190066191e,What type of medium is provided for a specific agent in a microbial culture?,growth,107,"In a microbial culture, a growth medium is provided for a specific agent."
Kathmandu,57359eeae853931400426a72,Who did Chandrahrasa belong to?,Manjushri,179,"The city was designed in the shape of Chandrahrasa, the sword of Manjushri."
Printed_circuit_board,572fe1edb2c2fd1400568555,"The conformal coating can prevent leaking, shorts, and what other type of moisture damage?",corrosion,170,The coat prevents corrosion and leakage currents or shorting due to condensation.
Norfolk_Island,5726c7305951b619008f7dd7,What type of services were Norfolk Island inhabitants unable to receive prior to this announcement?,social,1085,Prior to these reforms residents of Norfolk Island were not entitled to social services.
Arena_Football_League,56e7a1bb00c9c71400d7743c,For what NFL team did Lynn Swann play?,Pittsburgh Steelers,382,Former Pittsburgh Steelers wide receiver Lynn Swann was one of the team's owners.
Greeks,572fab80947a6a140053cb44,"What group of people came with others who left the geographical and historical region in southeastern Europe, now a mutual  region between Greece and Albania ?",the Dorians,16,"Around 1200 BC, the Dorians, another Greek-speaking people, followed from Epirus."
Infection,573421ecd058e614000b69b3,What does taking a culture of an infectious agent isolated from a patient allow?,detailed identification,109,More detailed identification techniques involve the culture of infectious agents isolated from a patient.
Diarrhea,572a66dfd562191400bc86bf,What has had major effects on the transmission of diarrheal diseases?,Basic sanitation techniques,0,Basic sanitation techniques can have a profound effect on the transmission of diarrheal disease.
Czech_language,572baa44f75d5e190021fe8a,What are the grammatical moods of Czech verbs?,"indicative, imperative and conditional",218,"Czech verbs have three grammatical moods: indicative, imperative and conditional."
Cyprus,572e9939c246551400ce43b6,How many seas are allocated to the Turkish community?,24,207,24 seats are allocated to the Turkish community but remain vacant since 1964.
Paris,5728bfe53acd2414000dfd9a,Who tried to liberate the city in 1429?,Joan of Arc,183,They repelled an attempt by Joan of Arc to liberate the city in 1429.
Rajasthan,572aafcd111d821400f38cc5,Ghorala is another word for what?,mount,431,"The possessed individual is referred to as a ghorala (""mount"")."
Tibet,5727c4ac2ca10214002d95d4,What is considered to be the original home of the Bon religion?,Zhang Zhung,171,Zhang Zhung is considered to be the original home of the Bön religion.
Queen_Victoria,57257e8fcc50291900b28535,When did the Duchess die?,1861,9,"In March 1861, Victoria's mother died, with Victoria at her side."
Kanye_West,56d11bb017492d1400aab99a,What other artist besides Kanye West and Common was among the first to record at GOOD Music?,John Legend,165,"John Legend, Common, and West were the label's inaugural artists."
Alexander_Graham_Bell,56df7da25ca0a614008f9b31,What did Bell research because of his mom's deafness?,acoustics,866,Bell's preoccupation with his mother's deafness led him to study acoustics.
Sexual_orientation,57101252a58dae1900cd685d,What is androphilia used to describe?,sexual attraction to masculinity,590,Androphilia describes sexual attraction to masculinity; gynephilia describes the sexual attraction to femininity.
Freemasonry,57266454f1498d1400e8de10,What is the final of the three steps of Freemasonry?,Master Mason,598,"The degrees are those of Entered apprentice, Fellowcraft and Master Mason."
Gramophone_record,5727fc802ca10214002d9ac2,What aided in records sales in the 1950s?,Radio listeners heard recordings broadcast,546,Radio listeners heard recordings broadcast and this in turn generated more record sales.
Solar_energy,56d0007f234ae51400d9c243,What is used to make saline or brackish water drinkable?,Solar distillation,0,Solar distillation can be used to make saline or brackish water potable.
"Richmond,_Virginia",573431c5d058e614000b6ad7,How many soldiers did Lee have remaining when he surrendered?,10000,894,He surrendered his remaining approximately 10000 troops at Appomattox Court House the following morning.
Chinese_characters,5726e208f1498d1400e8ee92,What have become more rare?,complex characters,30,There are also some extremely complex characters which have understandably become rather rare.
Gene,56f89cb39e9bad19000a01cb,Who popularized ideas emphasizing the centrality of genes in evolution?,Richard Dawkins,659,Related ideas emphasizing the centrality of genes in evolution were popularized by Richard Dawkins.
Classical_music,56f72a10711bf01900a44a18,What temperament is the English Renaissance performed in?,meantone temperament,261,"For instance, music of the English Renaissance is often performed in meantone temperament."
Queen_Victoria,572678a5708984140094c73c,Which movie was made about the scandalous affair that Victoria was believed to have had with John Brown?,Mrs. Brown,294,The story of their relationship was the subject of the 1997 movie Mrs. Brown.
The_Blitz,57305b4f2461fd1900a9cdc7,How much of London's population left?,Over a quarter,50,Over a quarter of London's population had left the city by November 1940.
Pharmaceutical_industry,571ae17b32177014007e9f81,How much money did Merk make in 1995?,over US$1 billion,439,"In 1995, Zocor and Mevacor both made Merck over US$1 billion."
IPod,56cc60186d243a140015ef5b,What was the name of the font used prior to the release of the iPod Mini?,Chicago,577,"Starting with the iPod Mini, the Chicago font was replaced with Espy Sans."
Saint_Helena,56e0359f231d4119001abfcc,How many coolie labourers were on the island by 1818?,600,237,"The coolie labourers arrived in 1810, and their numbers reached 600 by 1818."
FC_Barcelona,570c0dc5ec8fbc190045bc3c,How long did Ronaldo remain with Barcelona?,short time,37,"Like Maradona, Ronaldo only stayed a short time before he left for Internazionale."
Ottoman_Empire,572a2f0e3f37b3190047877f,During what years was the Russo-Turkish war?,1768–1774,288,This action provoked the Ottoman Empire into the Russo-Turkish War of 1768–1774.
Queen_(band),5726ad72708984140094cda1,Queen's final tour with Freddie Mercury was in what year?,1986,13,"In summer of 1986, Queen went on their final tour with Freddie Mercury."
Printed_circuit_board,572fe399a23a5019007fcae4,What class of PCBs are even more susceptible to static than standard ones?,non-traditional,512,This is especially true on non-traditional PCBs such as MCMs and microwave PCBs.
Washington_University_in_St._Louis,572fb0d1947a6a140053cb8d,For what department does the north campus location of Washington University provide off-site storage? ,Performing Arts Department,615,The North Campus location also provides off-site storage space for the Performing Arts Department.
Alps,56f82171a6d7ea1400e173e8,What culture was well established by the 6th Century BC?,the Celtic La Tène culture,142,"By the 6th century BC, the Celtic La Tène culture was well established."
George_VI,5728132f4b864d19001643da,Which war did Albert serve in?,First World War,361,"One year after his commission, he began service in the First World War."
University_of_Kansas,56e79f9600c9c71400d77404,What company runs the University of Kansas's bookstore?,KU Memorial Unions Corporation,263,The KU Memorial Unions Corporation manages the KU Bookstore (with seven locations).
Buckingham_Palace,5725ed7838643c19005ace97,Which King was horrified to see the Queen's hemline raised a few inches?,King George V,474,"King George V was horrified, so the queen kept her hemline unfashionably low."
Mosaic,57314fb3e6313a140071ce0e,When were most of the mosaics at the church of San Giovanni Evangelista destroyed?,1747,853,They are known only from Renaissance sources because almost all were destroyed in 1747.
Sanskrit,570e5ffb0dc6ce1900204fc7,From what time has the Latin alphabet been used to transcribe Sanskrit?,late 18th century,10,"Since the late 18th century, Sanskrit has been transliterated using the Latin alphabet."
Yale_University,5726b0b6708984140094cde9,Who was dean of Yale Medical School from 1920 to 1935?,Milton Winternitz,0,Milton Winternitz led the Yale Medical School as its dean from 1920 to 1935.
Digimon,572a2eb21d04691400779829,"Rather than a TV series, What kind of series would the Digimon become?",6-part theatrical film series,713,"would not be a television series, but rather a 6-part theatrical film series."
Marshall_Islands,56f975da9e9bad19000a094b,"As of July 2011, how many people resided on the Marshall Islands?",72191,222,"In July 2011, the number of island residents was estimated to number about 72,191."
Athanasius_of_Alexandria,571aa6aa4faf5e1900b8abb6,In what year did Pope Julius die?,352,31,"Pope Julius had died in April, 352, and was succeeded by Liberius."
Napoleon,5726dccf708984140094d409,In what year did Napoleon say that skilled rulers were able to both control and use priests?,1801,482,"Napoleon said in April 1801, ""Skillful conquerors have not got entangled with priests."
Alps,56f8c3ce9b226e1400dd0f51,What may have been buried by the same prehistoric people?,Seven bear skulls,227,Seven bear skulls from the cave may have been buried by the same prehistoric people.
Bermuda,572932f2af94a219006aa17f,Why is Bermuda a great place for snorkellers?,Many nearby reefs are readily accessible from shore,463,"Many nearby reefs are readily accessible from shore by snorkellers, especially at Church Bay."
Sexual_orientation,57101794b654c5140001f7ca,What has the Kinsey scale been critisized for?,because it is still not a true continuum,196,"However, the scale has been criticized because it is still not a true continuum."
Aircraft_carrier,570ad8714103511400d59a88,How long is Japan's largest military ship?,820-foot-long (250 m),116,"The 820-foot-long (250 m), 19,500-ton flattop Izumo was deployed in March 2015."
Tennessee,572bf5e2dfb02c14005c6b07,Which Native American peoples were living in Tennessee when Juan Pardo explored the area?,Muscogee and Yuchi,362,"At that time, Tennessee was inhabited by tribes of Muscogee and Yuchi people."
Culture,572818dfff5b5019007d9d2a,How many ways did Raimon Panikkar believed cultural change can be based on?,29 ways,28,Raimon Panikkar pointed out 29 ways in which cultural change can be brought about.
Guam,572b50a1111d821400f38e55,How was this island chain created?,the colliding Pacific and Philippine Sea tectonic plates,321,This island chain was created by the colliding Pacific and Philippine Sea tectonic plates.
Avicenna,5726ee9ff1498d1400e8f04e,What philosopher did Avicenna discuss in his The Book of Healing text?,Aristotle,179,He discusses Aristotle's Posterior Analytics and significantly diverged from it on several points.
Royal_Dutch_Shell,5726235c271a42140099d4d7,The name Shell is connected to what company?,"The ""Shell"" Transport and Trading Company",28,"The name Shell is linked to The ""Shell"" Transport and Trading Company."
Hunting,573632886c16ec1900b92998,What has been developed in the U.S. to help hunters?,different technologies,152,"Many different technologies have been created to assist hunters, even including iPhone applications."
Law_of_the_United_States,572cb395dfb02c14005c6c03,Where do the federal courts fall?,the federal Judiciary Acts,302,Federal courts are solely creatures of the federal Constitution and the federal Judiciary Acts.
"Raleigh,_North_Carolina",5726b6dcf1498d1400e8e88c,How many people are affiliated with religion?,46.41% of people,74,"As of 2013, 46.41% of people in Raleigh are affiliated with a religion."
Eton_College,57279242f1498d1400e8fc7a,What were new students once called by others?,Jews',114,"For a time, new admissions were called 'Jews' by their fellow Collegers."
Cotton,572751d2dd62a815002e9afc,Waht country has the largest area of GM cotton on Earth?,India,249,This made India the country with the largest area of GM cotton in the world.
Green,572a203e3f37b31900478707,Which country had a flag in 1977 that was only green?,Libya,211,The 1977 flag of Libya consisted of a simple green field with no other characteristics.
"Richmond,_Virginia",57344b52acc1501500babdbb,Who were the designers of the Virginia State Capitol?,Thomas Jefferson and Charles-Louis Clérisseau,255,The Virginia State Capitol was designed by Thomas Jefferson and Charles-Louis Clérisseau in 1785.
Glacier,57277b4c708984140094ded5,Does cold or warm air facilitate the transport of water vapor?,warm air,281,"Cold air, unlike warm air, is unable to transport much water vapor."
Age_of_Enlightenment,571096f2a58dae1900cd6a8f,"Did the cultural exchange during the Age of Enlightenment travel exclusively to America or did information travel in both directions, back across the Atlantic to Europe?",both directions,333,The cultural exchange during the Age of Enlightenment ran in both directions across the Atlantic.
Roman_Republic,57305311396df9190009606d,What was considered a compelling way to defame poltical rivals?,An accurate accusation of being an alcoholic,450,An accurate accusation of being an alcoholic was an effective way to discredit political rivals.
England_national_football_team,5709885bed30961900e842b1,In what year was the contract of Sven-Göran Eriksson terminated?,2006,623,"However, it was terminated by them at the 2006 FIFA World Cup's conclusion."
Southampton,56f8c65d9b226e1400dd0f8d,What feature does Southampton have plenty of that provides for water sports and yachting?,marinas,66,"The city provides for yachting and water sports, with a number of marinas."
Comprehensive_school,56dc7c9d14d3a41400c268ff,Who was made Secretary of State for Education in 1970?,Margaret Thatcher,8,In 1970 Margaret Thatcher became Secretary of State for Education of the new Conservative government.
Guinea-Bissau,56f8aa3e9e9bad19000a029f,What ports were the Portuguese restricted to?,Bissau and Cacheu,637,The Portuguese in Guinea were largely restricted to the port of Bissau and Cacheu.
Philosophy_of_space_and_time,572a224aaf94a219006aa82e,The first feature of Coordinative definition involves what?,coordinating units of length with certain physical objects,73,The first has to do with coordinating units of length with certain physical objects.
"Ann_Arbor,_Michigan",5727852d708984140094dfde,Which automobile magazines are based from Ann Arbor?,Car and Driver magazine and Automobile Magazine,345,Car and Driver magazine and Automobile Magazine are also based in Ann Arbor.
Modern_history,572f6ea004bcaa1900d7694a,What happened when Nicholas II was removed from power?,the Russian Provisional Government was established.,205,"Following the abdication of Nicholas II of Russia, the Russian Provisional Government was established."
Pacific_War,572fc767b2c2fd140056845b,Where did many of Japan's soldiers come from?,Korea and Formosa,53,Japan conscripted many soldiers from its colonies of Korea and Formosa (Taiwan).
Religion_in_ancient_Rome,573222f30fdd8d15006c67ef,How did early Christians view traditional Roman cultism?,ungodly practices,861,Christians saw these ungodly practices as a primary cause of economic and political crisis.
Palermo,57296106af94a219006aa35c,What did the Arabs introduce that continues to be relevant to Palermo's culture today?,agricultural crops,690,The Arabs also introduced many agricultural crops which remain a mainstay of Sicilian cuisine.
Mandolin,5728a06a3acd2414000dfb91,When did the mandolin's popularity begin to fall?,"After the Napoleonic Wars of 1815, however, its popularity began to fall",416,"After the Napoleonic Wars of 1815, however, its popularity began to fall."
Federal_Bureau_of_Investigation,570c24bcec8fbc190045bc93,When was the CJIS created?,1991,123,"Organized beginning in 1991, the office opened in 1995 as the youngest agency division."
Royal_Institute_of_British_Architects,56e74a5c37bdd419002c3e19,How many of RIBA Enterprises' staff are located at the Newcastle office?,180,202,"It employs over 250 staff, approximately 180 of whom are based in Newcastle."
Daylight_saving_time,56e7462d37bdd419002c3e0d,What year did Parliament first take a vote and decide against implementing daylight savings?,1909,625,After many hearings the proposal was narrowly defeated in a Parliament committee vote in 1909.
Elevator,572edff503f9891900756aac,"Afterwards, what type of machine is the segment secured in?",hydraulic stretching machine,256,"Each end of the segment is then secured in a large, hydraulic stretching machine."
Incandescent_light_bulb,57261e1d89a1e219009ac299,What is the range of power ratings for incandescent bulbs?,"0.1 watt to about 10,000 watts",620,"Power ratings for incandescent light bulbs range from about 0.1 watt to about 10,000 watts."
East_Prussia,572a303eaf94a219006aa879,In what year did Germany become a republic?,1918,52,"With the forced abdication of Emperor William II in 1918, Germany became a republic."
American_Idol,56d376c859d6e4140014648f,What year did season seven of American Idol first air?,2008,38,"Season seven premiered on January 15, 2008, for a two-day, four-hour premiere."
Myanmar,572683c7dd62a815002e87e2,What caused the downfall of the downfall of the the original kingdom in Myanmar?,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,367,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged.
Queen_Victoria,5722d0bdf6b826140030fc5e,What did the Queen commission Sir Robert Peel to do?,to form a new ministry,322,"The Queen commissioned a Tory, Sir Robert Peel, to form a new ministry."
Comics,56e0388a231d4119001abfdd,Storyboards and what are thought to be comics by some?,Wordless novels,247,Wordless novels are books which use sequences of captionless images to deliver a narrative.
Immunology,5706fd4e90286e26004fc7b3,What program requires an additional two years of study?,a doctoral programme,712,For a doctoral programme it is required to take two additional years of study.
Internet_service_provider,56dfc2de231d4119001abdb1,What do VISPs resemble? ,mobile virtual network operators,275,VISPs resemble mobile virtual network operators and competitive local exchange carriers for voice communications.
New_Delhi,5705e39275f01819005e76ec,Who inaugurated the city of New Delhi?,Viceroy Lord Irwin,249,"The new capital was inaugurated on 13 February 1931, by India's Viceroy Lord Irwin."
Buddhism,56d29bca59d6e41400146130,Ananda was called upon to recite what?,dhamma,316,"Ānanda, the Buddha's personal attendant, was called upon to recite the dhamma."
Mexico_City,57267a3f708984140094c76e,Who first reduced the power of the municipalities of Mexico City?,Porfirio Díaz,271,"In 1903, Porfirio Díaz largely reduced the powers of the municipalities within the Federal District."
Institute_of_technology,56ddcd039a695914005b95dc,How many institutes of technology in the Netherlands have converted into full-fledged universities in the past few decades?,four,20,"In the Netherlands, four former institutes of technology have become universities over the past decades."
Gene,56f8df189e9bad19000a0648,What are the set of genes which are thought to be crucial for the survival of an organism?,Essential genes,0,Essential genes are the set of genes thought to be critical for an organism's survival.
Queen_Victoria,572409ef0ba9f01400d97b44,Why was Victorias eyesight clouded?,cataracts,214,"Rheumatism in her legs had rendered her lame, and her eyesight was clouded by cataracts."
Antibiotics,5731c2fd0fdd8d15006c6515,"Besides semisytetic modifications, what advances in medicinal chemistry regarding antibacterials?",various natural compounds,100,"With advances in medicinal chemistry, most modern antibacterials are semisynthetic modifications of various natural compounds."
Lighting,56df51008bc80c19004e4a6c,What type of lighting was powered by electricity?,incandescent light,415,The next major drop in price came about with the incandescent light bulb powered by electricity.
Somalis,56fae1078f12f31900630226,What is the name of an airline owned by Dubai-based Somalis?,Star African Air,343,Star African Air is also one of three Somali-owned airlines which are based in Dubai.
Madrasa,572a5fbab8ce0319002e2aee,What is the literal translation of madrasah?,a place where learning and studying take place,225,"Therefore, madrasah literally means ""a place where learning and studying take place""."
Estonia,5728442cff5b5019007da056,Who commanded the defense of an area?,The king or other highest administrative official elder,299,The king or other highest administrative official elder directed the defense of the local area.
"Ann_Arbor,_Michigan",57268fcdf1498d1400e8e3dc,Who founded Ann Arbor?,John Allen and Elisha Walker Rumsey,50,Ann Arbor was founded in 1824 by land speculators John Allen and Elisha Walker Rumsey.
Dissolution_of_the_Soviet_Union,5727965bf1498d1400e8fce6,What was the name of the group that made its platform known on October 2?,the Popular Front,14,"On October 2, the Popular Front formally launched its political platform at a two-day congress."
Hunter-gatherer,56dfa04b38dc421700152129,What does the argument over women as gathers said to produce ?,arrangement oppresses women,340,"It might be imagined that this arrangement oppresses women, keeping them in the domestic sphere."
Rajasthan,572aae13be1ee31400cb815d,What type of dance comes from Jodhpur Marwar?,The Ghoomar dance,0,The Ghoomar dance from Jodhpur Marwar and Kalbeliya dance of Jaisalmer have gained international recognition.
"Richmond,_Virginia",573425a6d058e614000b6a02,In what year could Richmond first be said to have recovered from the destruction of the American Revolution?,1782,48,"Richmond recovered quickly from the war, and by 1782 was once again a thriving city."
Hokkien,5725b777ec44d21400f3d447,Who form the largest group of Chinese in Indonesia?,Hokkien speakers,649,"Hokkien speakers form the largest group of Chinese in Singapore, Malaysia and Indonesia."
Mosaic,5731882fe6313a140071d048,The mosaic found in 1966 depicts who as the central figure?,King David as Orpheus,193,"Its mosaic floor depicts King David as Orpheus, identified by his name in Hebrew letters."
Gene,56f8c1a59e9bad19000a043c,What are the DNA sequences from which ribozymes are transcribed known as?,non-coding RNA genes,420,The DNA sequences from which such RNAs are transcribed are known as non-coding RNA genes.
Bill_%26_Melinda_Gates_Foundation,5725b72fec44d21400f3d43f,What does the OA policy cover ?,"As of January 1, 2015 their Open Access policy is effective for all new agreements.",498,"As of January 1, 2015 their Open Access policy is effective for all new agreements."
Jehovah%27s_Witnesses,57324bd1b9d445190005e9df,What are Jehovah Witnesses' gatherings opened and closed with?,songs (hymns) and brief prayers,953,Gatherings are opened and closed with kingdom songs (hymns) and brief prayers.
Umayyad_Caliphate,571aa6ba10f8ca1400305276,"Along with artillery and infantry, what was the third division of Umayyad troops under Marwan II?",cavalry,764,"The Umayyad troops were divided into three divisions: infantry, cavalry and artillery."
"Santa_Monica,_California",5730370004bcaa1900d77386,Where was this homicide perpetrated?,Westside Clothing store,44,"In 1999, there was a double homicide in the Westside Clothing store on Lincoln Boulevard."
University_of_Notre_Dame,5733b3d64776f419006610a3,Gurian created what in 1939 at Notre Dame?,The Review of Politics,0,"The Review of Politics was founded in 1939 by Gurian, modeled after German Catholic journals."
Gamal_Abdel_Nasser,57281dcd3acd2414000df4dc,What Syrian group did Nasser crack down on?,communists,963,"Nasser ordered a crackdown against Syrian communists, dismissing many of them from their governmental posts."
New_Delhi,5705e39275f01819005e76eb,On what date was New Delhi inaugurated?,13 February 1931,220,"The new capital was inaugurated on 13 February 1931, by India's Viceroy Lord Irwin."
Queen_Victoria,572431470ba9f01400d97b73,When did Queen Victoria get married?,1840,78,"Victoria married her first cousin, Prince Albert of Saxe-Coburg and Gotha, in 1840."
Neptune,572eaa5903f98919007568e7,"What is the best known, and largest, object in the Kuiper belt?",Pluto,673,"Although Pluto crosses Neptune's orbit regularly, the 2:3 resonance ensures they can never collide."
Insect,57291034af94a219006aa015,An insects developement involves a series of what?,molts,153,Insect growth is constrained by the inelastic exoskeleton and development involves a series of molts.
Annelid,572833dd2ca10214002da0a0,What two groups are annelids traditionally divided among?,polychaetes and clitellates,72,"Traditionally the annelids have been divided into two major groups, the polychaetes and clitellates."
Antarctica,570e0da70dc6ce1900204da3,From where in the solar system could the meteorites have come?,Moon,273,"Among these are pieces blasted off the Moon, and probably Mars, by impacts."
Religion_in_ancient_Rome,5731ea07b9d445190005e679,What type of rites varied in accordance with status and religion?,Funeral and commemorative,0,"Funeral and commemorative rites varied according to wealth, status and religious context."
Washington_University_in_St._Louis,572f31b3a23a5019007fc4d1,What makes Washington University unique among other American universities?,not having had a prior financial endowment,419,Washington University is unusual among major American universities in not having had a prior financial endowment.
Westminster_Abbey,56e8fe7f0b45c0140094cdcb,What was proposed for the abbey in June 2009?,major building work,23,In June 2009 the first major building work at the abbey for 250 years was proposed.
Frédéric_Chopin,56d34c7c59d6e414001462a9,Where did Chopin and Sand move to in 1842?,Square d'Orléans,726,"In 1842 he and Sand moved to the Square d'Orléans, living in adjacent buildings."
Montevideo,5725ebb3ec44d21400f3d755,When did the Hospital Vilardebo open?,21 May 1880,147,"Named after the physician and naturalist Teodoro Vilardebó Matuliche, it opened 21 May 1880."
The_Blitz,572fea58947a6a140053cdec,What kind of airfields were prepared to stand up to skilled observers? ,dummy,342,"Throughout 1940, dummy airfields were prepared, good enough to stand up to skilled observation."
Israel,5725c509ec44d21400f3d52d,Who do not teach their faith to Israelis?,Bahá'í staff,1146,Bahá'í staff in Israel do not teach their faith to Israelis following strict policy.
Guinea-Bissau,56f89ee99b226e1400dd0cd8,What is the estimated population of Guinea-Bissau?,1704000,283,"It covers 36,125 square kilometres (13,948 sq mi) with an estimated population of 1,704,000."
2008_Sichuan_earthquake,56cec9e1aab44d1400b88a63,Who did the US share the satellite images with?,Chinese authorities,201,The United States shared some of its satellite images of the quake-stricken areas with Chinese authorities.
FC_Barcelona,570c37b5ec8fbc190045bde6,What is the only team that has a higher attendance rate than Club Barcelona? ,Borussia Dortmund,689,FC Barcelona has the second highest average attendance of European football clubs only behind Borussia Dortmund.
Kanye_West,56cf796e4df3c31400b0d806,"How many ""seasons"" of clothing did Kanye release?",3,12,"On December 3, 2013, Adidas officially confirmed a new shoe collaboration deal with West."
Umayyad_Caliphate,571aa29f10f8ca140030520f,At what battle did the Hindus of India defeat the Umayyads?,Rajasthan,382,"However, further gains were halted by Hindu kingdoms in India in the battle of Rajasthan."
University_of_Notre_Dame,5733be284776f41900661181,What is the Grotto at Notre Dame?,a Marian place of prayer and reflection,381,"Immediately behind the basilica is the Grotto, a Marian place of prayer and reflection."
Detroit,5727ca7a2ca10214002d9654,What company mines salt in Detroit?,Detroit Salt Company,475,The Detroit Salt Company mine has over 100 miles (160 km) of roads within.
Religion_in_ancient_Rome,5731f9fa0fdd8d15006c66ab,What had an astrologer predicted to warrant from Rome by Tiberius?,death,695,In 16 BC Tiberius expelled them under extreme penalty because an astrologer had predicted his death.
Muammar_Gaddafi,572ec021c246551400ce4601,When did Gaddafi decide to stage his coup?,"In mid-1969, Idris travelled abroad to spend the summer in Turkey and Greece.",0,"In mid-1969, Idris travelled abroad to spend the summer in Turkey and Greece."
Greece,57267fa95951b619008f74ca,Who directed the film Eternity and a Day?,Theo Angelopoulos,341,During the 1970s and 1980s Theo Angelopoulos directed a series of notable and appreciated movies.
Estonia,5728b5ba3acd2414000dfd29,What is the length of the border that Estonia shares with Lativa?,267 kilometers,39,Estonia's land border with Latvia runs 267 kilometers; the Russian border runs 290 kilometers.
Space_Race,56e10a04cd28a01900c674a1,When was the second landing on the Moon successful?,November 1969,77,"The first landing was followed by another, precision landing on Apollo 12 in November 1969."
Beyoncé,56bfd14ba10cfb1400551306,What did the Guardian name her?,Artist of the Decade,238,"When The Guardian named her Artist of the Decade, Llewyn-Smith wrote, ""Why Beyoncé?"
Houston,570a88724103511400d5981c,"Even after five years, how many graduates remain in Houston?",80.5%,476,"After five years, 80.5% of graduates are still living and working in the region."
